episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error
41,6.8,12,0.15,0.959619,2.834338,,2.693456,,
42,5.81,11,0.16,0.959201,-0.650479,,2.693543,,
43,3.57,7,0.16,0.958859,-3.959485,,2.639796,,
44,2.95,6,0.16,0.958726,-4.934678,,2.569333,,
45,2.66,6,0.16,0.958669,-5.798122,,2.493977,,
46,6.18,11,0.16,0.959054,2.18575,,2.509664,,
47,3.08,6,0.17,0.959363,-4.740677,,2.450257,,
48,4.11,8,0.17,0.95969,-1.893054,,2.424971,,
49,3.78,8,0.17,0.960182,-2.474929,,2.388562,,
50,10.79,14,0.17,0.960604,13.677442,,2.561119,,
51,4.34,8,0.2,0.960978,-2.419431,,2.532579,,
52,5.35,11,0.2,0.961472,0.059063,,2.530589,,
53,9.72,13,0.21,0.961622,8.961246,,2.6629,,
54,30.83,26,0.21,0.961965,54.849262,,3.323142,,
55,37.79,30,0.22,0.962655,69.436394,,4.123423,,
56,23.06,21,0.23,0.963243,34.297611,,4.558898,,
57,53.1,37,0.23,0.963667,81.888474,,5.62259,,
58,36.3,27,0.24,0.964042,51.858822,,6.276108,,
59,54.78,38,0.25,0.964393,79.757477,,7.282926,,
60,63.35,42,0.26,0.964931,94.860512,,8.436943,,
61,44.55,31,0.26,0.965272,53.004078,,9.138667,,
62,183.8,96,0.28,0.965264,251.538086,,12.463836,,
63,64.74,42,0.29,0.965079,70.991165,,13.380395,,
64,187.64,89,0.31,0.965267,286.455017,,16.813319,,
65,145.34,75,0.32,0.965407,191.55806,,19.249129,,
66,188.57,92,0.34,0.966043,256.453644,,22.335151,,
67,183.75,90,0.36,0.966745,225.721054,,25.149565,,
68,174.29,90,0.38,0.967481,187.382111,,27.479398,,
69,186.45,88,0.4,0.968082,213.047012,,30.18884,,
70,185.9,93,0.42,0.968396,181.941513,,32.55459,,
71,184.21,88,0.43,0.968817,190.30751,,34.899207,,
72,173.07,86,0.45,0.968824,147.419739,,36.872199,,
73,176.08,87,0.47,0.968984,156.626389,,38.817081,,
74,177.35,92,0.48,0.968929,129.318192,,40.49828,,
75,61.08,37,0.49,0.969102,-36.59977,,39.989727,,
76,86.13,50,0.5,0.968818,-5.369812,,40.002836,,
77,44.89,29,0.51,0.96853,-70.91967,,39.123955,,
78,59.55,37,0.52,0.968411,-38.42548,,38.613903,,
79,47.29,30,0.52,0.967836,-65.576149,,37.885046,,
80,51.23,32,0.53,0.967142,-51.111427,,37.26448,,
81,53.92,32,0.53,0.966505,-38.153152,,36.778336,,
82,47.6,30,0.54,0.966131,-44.239578,,36.18593,,
83,51.94,32,0.55,0.965528,-44.407516,,35.71276,,
84,4.98,8,0.55,0.965109,-127.124329,,34.047778,,
85,3.38,7,0.55,0.964924,-118.666885,,32.404449,,
86,3.9,8,0.55,0.964776,-121.474335,,30.853822,,
87,3.93,7,0.56,0.9644,-133.331329,,29.395539,,
88,5.29,9,0.56,0.963773,-114.523209,,28.04238,,
89,53.89,33,0.56,0.963485,-3.660229,,27.953359,,
90,76.88,47,0.57,0.963133,24.142714,,28.274612,,
91,64.87,43,0.58,0.962849,3.541706,,28.3125,,
92,96.72,63,0.59,0.962848,45.407806,,28.839999,,
93,66.64,42,0.6,0.963216,16.689266,,28.940236,,
94,54.85,34,0.61,0.963883,-3.686057,,28.844549,,
95,75.16,48,0.62,0.964157,17.401987,,29.111163,,
96,129.19,72,0.63,0.964281,110.6353,,30.544822,,
97,134.17,79,0.65,0.96452,102.181137,,31.81811,,
98,215.86,110,0.67,0.9647,211.424774,,34.518435,,
99,146.81,82,0.68,0.965104,117.833076,,35.900202,,
100,219.13,136,0.71,0.965447,161.397934,,37.958999,,
101,190.67,119,0.8,0.966021,132.110153,,39.549812,,
102,91.29,61,0.81,0.965987,-1.65106,,39.598818,,
103,182.89,115,0.84,0.96567,111.21965,,41.063682,,
104,82.09,56,0.85,0.964754,-20.508465,,40.916405,,
105,86.08,60,0.86,0.964121,-8.658977,,40.790073,,
106,35.09,28,0.87,0.963726,-84.688423,,39.670408,,
107,34.0,28,0.87,0.963221,-89.055771,,38.600079,,
108,27.7,24,0.88,0.962469,-105.57357,,37.392103,,
109,38.97,32,0.88,0.961701,-68.045868,,36.547865,,
110,31.29,27,0.89,0.961021,-77.653328,,35.554827,,
111,30.55,27,0.89,0.960707,-73.57299,,34.587237,,
112,25.32,23,0.9,0.959985,-89.121574,,33.54512,,
113,27.53,25,0.9,0.959929,-70.381165,,32.59278,,
114,22.92,23,0.91,0.960027,-77.687897,,31.567156,,
115,26.52,26,0.91,0.960498,-65.253464,,30.681499,,
116,26.27,24,0.92,0.960918,-65.39502,,29.854832,,
117,19.15,18,0.92,0.961342,-74.760056,,28.889688,,
118,28.09,26,0.93,0.961926,-52.308208,,28.19157,,
119,65.49,49,0.93,0.96197,11.438969,,28.38859,,
120,36.86,30,0.94,0.961865,-36.396217,,27.939762,,
121,39.99,34,0.95,0.962167,-25.847101,,27.577845,,
122,25.24,31,0.95,0.962937,-56.52821,,26.806892,,
123,241.63,150,0.98,0.964115,232.602859,,29.677516,,
124,47.71,38,0.99,0.965536,-19.294426,,29.415764,,
125,24.94,22,1.0,0.966694,-63.055565,,28.636117,,
126,22.51,20,1.0,0.96763,-66.04612,,27.823681,,
127,34.09,33,1.01,0.96799,-46.434357,,27.287052,,
128,36.39,34,1.01,0.969307,-33.715698,,26.80285,,
129,34.72,36,1.02,0.970799,-39.312786,,26.283686,,
130,38.33,34,1.03,0.972454,-28.147562,,25.910201,,
131,45.47,44,1.04,0.974238,-17.390715,,25.653923,,
132,36.94,40,1.04,0.975422,-36.775715,,25.218726,,
133,49.43,51,1.05,0.977048,-9.206542,,25.066158,,
134,46.91,54,1.06,0.978384,-22.022921,,24.797203,,
135,51.81,50,1.07,0.979711,-6.739086,,24.701438,,
136,27.38,29,1.08,0.98062,-47.390461,,24.143835,,
137,39.89,50,1.09,0.981753,-31.364038,,23.735426,,
138,42.38,53,1.1,0.983233,-26.045084,,23.390079,,
139,58.98,67,1.11,0.984136,-7.715074,,23.325495,,
140,51.22,57,1.12,0.985596,-7.508132,,23.186597,,
141,31.69,32,1.13,0.986961,-28.20479,,22.830563,,
142,25.51,31,1.14,0.988413,-42.233471,,22.286009,,
143,36.26,42,1.15,0.989525,-26.037249,,21.973359,,
144,38.75,50,1.16,0.990837,-19.176647,,21.71856,,
145,30.05,31,1.16,0.992247,-27.193592,,21.370198,,
146,27.94,43,1.17,0.993834,-35.021633,,20.911501,,
147,31.19,45,1.18,0.995101,-31.866379,,20.526336,,
148,33.99,47,1.2,0.996299,-24.572594,,20.217165,,
149,24.31,26,1.2,0.997489,-31.855816,,19.814698,,
150,23.44,41,1.21,0.9988,-45.363918,,19.237028,,
151,16.32,37,1.24,1.000369,-50.828186,,18.563623,,
152,17.89,19,1.25,1.001418,-41.175457,,18.096625,,
153,22.08,22,1.25,1.002024,-30.250721,,17.756363,,
154,16.41,26,1.26,1.002072,-47.391621,,17.212421,,
155,17.64,21,1.26,1.001876,-36.237995,,16.789534,,
156,16.17,18,1.27,1.002034,-31.689606,,16.37239,,
157,17.2,17,1.27,1.002619,-25.800737,,16.018543,,
158,18.28,18,1.27,1.003012,-27.217981,,15.704174,,
159,16.82,17,1.28,1.003781,-24.471657,,15.363251,,
160,13.51,16,1.28,1.003918,-37.108036,,14.950895,,
161,12.77,13,1.28,1.003979,-32.111267,,14.564096,,
162,13.94,14,1.29,1.004143,-26.361391,,14.221495,,
163,9.23,10,1.29,1.003771,-46.049938,,13.768687,,
164,9.06,10,1.29,1.003478,-34.315483,,13.336167,,
165,12.69,14,1.29,1.003085,-27.711832,,13.018011,,
166,8.97,10,1.3,1.002848,-31.220318,,12.615588,,
167,14.43,15,1.3,1.003208,-17.057701,,12.380443,,
168,18.0,19,1.3,1.003993,-9.757422,,12.236563,,
169,17.47,21,1.31,1.004802,-13.646348,,12.06288,,
170,5.39,8,1.31,1.00503,-45.407921,,11.600249,,
171,16.16,19,1.31,1.005244,-13.022129,,11.438553,,
172,17.72,21,1.32,1.006133,-8.752046,,11.310873,,
173,23.67,25,1.32,1.006905,3.676258,,11.35801,,
174,25.31,25,1.33,1.007748,9.704785,,11.466162,,
175,25.81,25,1.33,1.008792,10.898945,,11.586607,,
176,21.94,23,1.34,1.010123,2.533316,,11.596121,,
177,28.03,26,1.34,1.011136,13.36046,,11.767959,,
178,33.37,28,1.35,1.012416,26.930674,,12.080188,,
179,30.01,26,1.35,1.012827,10.689762,,12.288506,,
180,30.27,29,1.36,1.012887,13.212676,,12.4758,,
181,29.61,28,1.36,1.012837,12.155875,,12.633109,,
182,24.26,23,1.37,1.013366,3.510377,,12.647199,,
183,37.75,31,1.38,1.013736,27.943253,,12.997486,,
184,29.57,26,1.38,1.013693,7.713798,,13.125302,,
185,17.11,17,1.38,1.013008,-18.871387,,12.939912,,
186,26.39,23,1.39,1.012368,7.231565,,13.029778,,
187,29.57,27,1.39,1.011412,7.460916,,13.139377,,
188,18.0,19,1.4,1.009913,-17.344206,,12.966835,,
189,26.94,23,1.4,1.008585,7.141652,,13.054326,,
190,18.75,19,1.41,1.008061,-9.183383,,12.914978,,
191,12.03,16,1.41,1.007199,-31.331352,,12.577237,,
192,10.64,13,1.41,1.006618,-26.632883,,12.236884,,
193,6.92,9,1.42,1.00658,-29.578217,,11.815823,,
194,5.42,8,1.42,1.007134,-32.516769,,11.374331,,
195,19.83,20,1.42,1.007849,-1.159688,,11.352951,,
196,19.62,19,1.43,1.007593,-3.619962,,11.341839,,
197,18.34,18,1.43,1.007141,-5.103409,,11.307017,,
198,3.29,6,1.43,1.006172,-50.152664,,10.819973,,
199,13.39,15,1.43,1.005497,-12.041709,,10.662538,,
200,15.49,17,1.44,1.004656,-8.880865,,10.569321,,
201,8.88,13,1.45,1.003076,-27.278233,,10.262761,,
202,6.19,11,1.46,1.001364,-32.413704,,9.897229,,
203,5.37,10,1.46,0.99969,-31.375086,,9.523145,,
204,6.38,11,1.46,0.997872,-29.602571,,9.195198,,
205,9.76,13,1.46,0.996705,-15.311573,,8.999793,,
206,7.23,12,1.47,0.995931,-19.742098,,8.731843,,
207,9.52,13,1.47,0.995148,-14.390688,,8.555338,,
208,10.2,13,1.47,0.994719,-10.968143,,8.406658,,
209,18.45,18,1.48,0.994034,7.605409,,8.518318,,
210,22.33,20,1.48,0.993246,15.641688,,8.721781,,
211,27.22,23,1.48,0.992859,27.233946,,9.033704,,
212,33.89,27,1.49,0.992723,38.840305,,9.5003,,
213,34.36,27,1.5,0.992526,34.930943,,9.948807,,
214,29.67,24,1.5,0.992118,23.557007,,10.263878,,
215,27.75,23,1.5,0.991962,21.143953,,10.513332,,
216,30.63,25,1.51,0.992387,28.360703,,10.822475,,
217,31.05,25,1.51,0.992353,21.053669,,11.118657,,
218,31.29,25,1.52,0.992328,21.824306,,11.389633,,
219,46.95,35,1.53,0.991756,49.771259,,12.041838,,
220,42.47,32,1.53,0.990867,38.317612,,12.570674,,
221,37.73,29,1.54,0.989441,25.897131,,12.9335,,
222,41.24,32,1.55,0.987767,29.954323,,13.349501,,
223,42.78,32,1.55,0.986582,41.119179,,13.798363,,
224,39.09,30,1.56,0.98553,26.154497,,14.122962,,
225,53.43,38,1.57,0.984406,50.50713,,14.779991,,
226,146.76,87,1.58,0.983463,189.770493,,17.126022,,
227,156.58,97,1.6,0.982754,183.442657,,19.373781,,
228,66.04,44,1.61,0.98205,50.486973,,20.022399,,
229,61.89,42,1.62,0.982025,46.965862,,20.531034,,
230,177.65,111,1.64,0.982066,185.544586,,22.848793,,
231,198.5,107,1.66,0.982063,223.198486,,25.658501,,
232,202.79,119,1.69,0.981995,197.697937,,28.156592,,
233,64.55,44,1.7,0.981756,6.914735,,28.262269,,
234,68.18,44,1.7,0.981407,14.135777,,28.452205,,
235,217.36,109,1.73,0.981448,242.204636,,31.401948,,
236,217.38,110,1.75,0.981995,232.452545,,34.167536,,
237,195.93,109,1.77,0.98223,163.326874,,36.278646,,
238,68.93,45,1.78,0.98236,-15.780534,,36.094841,,
239,262.58,120,1.8,0.982741,276.108276,,39.487877,,
240,70.79,47,1.81,0.982879,-26.203302,,39.181096,,
241,235.4,132,1.84,0.982185,180.58017,,41.579805,,
242,172.66,89,1.86,0.981303,127.867561,,43.242221,,
243,277.16,137,1.88,0.980659,238.296692,,46.212491,,
244,308.25,169,1.92,0.979601,221.682236,,49.142162,,
245,207.15,139,1.94,0.978681,92.212067,,50.298616,,
246,141.57,115,1.97,0.978131,9.934288,,50.407519,,
247,277.85,177,2.0,0.977553,159.145264,,52.418978,,
248,181.89,134,2.03,0.976476,49.775471,,53.10658,,
249,141.38,88,2.05,0.975174,18.340942,,53.391194,,
250,163.41,159,2.08,0.974166,-14.525612,,53.198807,,
251,103.17,71,2.26,0.973413,-32.184158,,52.782489,,
252,193.94,109,2.28,0.972592,90.860466,,53.955652,,
253,422.57,295,2.34,0.972044,186.513916,,56.283706,,
254,112.29,77,2.35,0.97066,-47.803684,,55.849397,,
255,85.05,66,2.37,0.969043,-78.103638,,54.921122,,
256,292.58,175,2.4,0.968202,164.486511,,56.912139,,
257,286.21,171,2.43,0.967154,143.800079,,58.79133,,
258,309.17,182,2.47,0.966725,164.999115,,60.805975,,
259,150.96,99,2.49,0.966062,-8.517797,,60.75649,,
260,299.77,143,2.52,0.965801,205.71019,,63.267076,,
261,314.01,162,2.55,0.965639,179.318939,,65.514288,,
262,177.93,121,2.58,0.965975,-1.333786,,65.42954,,
263,276.77,132,2.6,0.966381,157.402664,,67.375706,,
264,169.75,118,2.62,0.96621,-35.619244,,67.014313,,
265,312.42,161,2.66,0.966661,172.850571,,69.135798,,
266,323.88,153,2.68,0.966683,172.356689,,71.426499,,
267,323.61,160,2.72,0.966345,157.423721,,73.489942,,
268,167.44,105,2.74,0.966283,-25.222086,,73.138346,,
269,231.19,131,2.76,0.966735,53.241478,,73.724531,,
270,163.59,102,2.78,0.96701,-32.972443,,73.324648,,
271,122.02,83,2.8,0.967439,-89.711899,,72.156162,,
272,324.79,170,2.83,0.967519,141.518387,,74.016585,,
273,65.92,43,2.84,0.967714,-158.347153,,71.945891,,
274,162.15,114,2.86,0.967895,-51.838547,,71.294903,,
275,204.72,103,2.88,0.968398,60.812557,,71.967275,,
276,359.05,234,2.93,0.968675,119.179146,,73.516886,,
277,172.3,116,2.95,0.968441,-44.482136,,73.04785,,
278,196.87,103,2.97,0.968405,34.10627,,73.429889,,
279,83.54,55,2.98,0.968446,-134.954727,,71.691215,,
280,121.02,80,3.0,0.968575,-77.859879,,70.689376,,
281,160.4,108,3.02,0.968618,-22.535418,,70.410371,,
282,34.99,32,3.02,0.968215,-223.675003,,67.760747,,
283,41.62,57,3.03,0.968242,-188.372437,,65.273424,,
284,42.38,53,3.05,0.968068,-196.569778,,62.85595,,
285,72.21,78,3.06,0.968092,-133.542419,,61.116505,,
286,48.67,59,3.07,0.967938,-163.094467,,59.089151,,
287,41.97,38,3.08,0.967296,-163.317307,,57.212654,,
288,6.3,15,3.08,0.966443,-219.317612,,54.481046,,
289,7.88,16,3.09,0.965886,-193.353333,,51.941748,,
290,8.0,16,3.09,0.965603,-182.977448,,49.531034,,
291,3.19,12,3.09,0.965383,-189.622192,,47.097317,,
292,2.85,11,3.1,0.96538,-176.863098,,44.776248,,
293,4.13,13,3.1,0.965747,-156.871277,,42.593259,,
294,3.36,12,3.1,0.965808,-180.742371,,40.494891,,
295,4.37,12,3.1,0.965786,-157.116516,,38.53053,,
296,4.78,12,3.11,0.965192,-155.989258,,36.700241,,
297,6.61,13,3.11,0.964651,-132.698898,,35.015986,,
298,5.51,12,3.11,0.964187,-129.278931,,33.372366,,
299,6.58,13,3.11,0.9638,-118.568024,,31.858828,,
300,3.5,11,3.12,0.963801,-110.240311,,30.31771,,
301,2.09,7,3.13,0.963644,-124.649971,,28.820605,,
302,2.35,7,3.13,0.963822,-99.689507,,27.41488,,
303,3.18,12,3.13,0.964337,-96.569511,,26.082351,,
304,2.58,11,3.14,0.9648,-100.728447,,24.797711,,
305,1.69,7,3.14,0.965294,-94.65995,,23.564942,,
306,1.86,11,3.14,0.966206,-87.020302,,22.393583,,
307,1.35,7,3.14,0.967086,-85.826027,,21.270583,,
308,1.35,7,3.14,0.9674,-96.996323,,20.210251,,
309,1.15,7,3.15,0.967601,-83.346565,,19.189042,,
310,1.56,7,3.15,0.967757,-75.340492,,18.23868,,
311,1.1,7,3.15,0.968264,-63.932442,,17.317679,,
312,0.67,7,3.15,0.968429,-76.010391,,16.43167,,
313,0.38,7,3.15,0.967659,-87.244492,,15.577336,,
314,0.91,6,3.15,0.967713,-53.007843,,14.791949,,
315,0.85,6,3.16,0.967816,-58.286152,,14.040719,,
316,-0.06,6,3.16,0.968046,-56.089046,,13.301273,,
317,0.15,6,3.16,0.968263,-55.222809,,12.602496,,
318,-0.15,6,3.16,0.969469,-42.069397,,11.929926,,
319,-0.64,6,3.16,0.970377,-57.935757,,11.273542,,
320,-0.29,6,3.16,0.97064,-54.590057,,10.66086,,
321,0.17,6,3.16,0.971274,-42.151749,,10.097383,,
322,-0.16,6,3.17,0.972046,-37.851124,,9.554657,,
323,-0.49,6,3.17,0.972805,-40.409878,,9.027111,,
324,-0.39,6,3.17,0.97293,-46.357777,,8.529829,,
325,-0.29,6,3.17,0.973371,-33.891628,,8.061984,,
326,-0.24,6,3.17,0.973724,-36.271683,,7.618174,,
327,-0.23,6,3.17,0.974445,-26.70365,,7.199379,,
328,-0.11,6,3.17,0.975886,-26.258003,,6.806612,,
329,0.36,6,3.18,0.977339,-24.649736,,6.44762,,
330,0.61,6,3.18,0.978518,-28.789911,,6.109277,,
331,1.16,6,3.18,0.97951,-24.193125,,5.816298,,
332,0.83,6,3.18,0.9806,-22.071905,,5.520372,,
333,38.61,30,3.19,0.982031,65.27803,,6.260963,,
334,1.21,6,3.19,0.983223,-26.160017,,5.962282,,
335,41.94,32,3.19,0.984388,64.586639,,6.75424,,
336,37.82,30,3.2,0.98556,50.864975,,7.373921,,
337,54.69,36,3.21,0.986495,85.506744,,8.461045,,
338,57.91,42,3.21,0.987364,75.12738,,9.394016,,
339,58.94,42,3.22,0.98822,75.551758,,10.316323,,
340,51.97,39,3.23,0.987955,50.959644,,11.0311,,
341,43.42,34,3.24,0.987456,54.925987,,11.743634,,
342,55.1,38,3.25,0.987216,80.407349,,12.719214,,
343,39.4,29,3.25,0.987586,41.12529,,13.199498,,
344,107.87,68,3.26,0.987577,128.4729,,14.882231,,
345,99.56,64,3.28,0.988048,125.312515,,16.336523,,
346,145.02,129,3.3,0.988144,156.406555,,18.356891,,
347,86.71,56,3.31,0.988,80.327759,,19.395549,,
348,143.33,109,3.33,0.987739,156.12439,,21.371276,,
349,109.28,70,3.35,0.987113,106.116638,,22.791374,,
350,125.84,86,3.36,0.987057,125.220932,,24.24097,,
351,317.63,183,3.58,0.987182,323.283417,,28.216424,,
352,371.95,262,3.64,0.987414,299.343933,,31.925992,,
353,122.5,70,3.65,0.987375,91.636795,,33.157574,,
354,188.44,125,3.68,0.987141,158.160995,,35.181983,,
355,307.24,201,3.72,0.986873,255.885376,,38.389242,,
356,157.68,84,3.73,0.986537,126.011856,,39.98768,,
357,277.68,157,3.76,0.986187,241.421234,,43.01497,,
358,268.55,151,3.79,0.985482,216.403763,,45.866472,,
359,253.5,127,3.82,0.985106,215.792908,,48.463865,,
360,110.36,70,3.83,0.984779,-2.334716,,48.43623,,
361,160.73,98,3.85,0.984426,68.993484,,49.313528,,
362,171.47,113,3.87,0.984274,62.373043,,50.053744,,
363,100.57,64,3.88,0.984437,-10.647246,,49.890667,,
364,241.46,150,3.92,0.984325,136.599426,,51.651202,,
365,104.85,67,3.93,0.984034,-22.334906,,51.426758,,
366,249.18,134,3.96,0.983452,159.208344,,53.493703,,
367,92.79,60,3.97,0.982928,-42.784302,,52.959312,,
368,197.06,114,3.99,0.983048,121.620789,,54.369358,,
369,260.08,178,4.03,0.982909,128.947021,,56.022887,,
370,238.84,132,4.05,0.982757,135.384735,,57.728475,,
371,219.32,129,4.08,0.982697,96.108643,,58.919119,,
372,282.28,189,4.11,0.98294,139.162994,,60.617106,,
373,221.65,125,4.14,0.983092,97.057472,,61.8482,,
374,243.49,147,4.17,0.983214,111.742615,,63.257704,,
375,257.5,150,4.2,0.983745,124.791328,,64.737698,,
376,210.79,133,4.23,0.984442,74.037727,,65.626244,,
377,188.53,102,4.25,0.985305,59.196926,,66.307959,,
378,244.53,158,4.28,0.986063,106.119141,,67.638387,,
379,264.51,180,4.31,0.986797,91.202614,,68.773575,,
380,120.37,75,4.33,0.987081,-70.65358,,67.996201,,
381,226.42,117,4.35,0.987264,83.703888,,69.06465,,
382,172.46,96,4.37,0.987497,13.606601,,69.215089,,
383,233.02,136,4.4,0.988011,73.931793,,70.054594,,
384,100.25,66,4.41,0.988465,-102.818726,,68.765092,,
385,162.6,101,4.43,0.988852,3.166037,,68.808218,,
386,85.29,58,4.44,0.989552,-113.493484,,67.302355,,
387,87.5,58,4.45,0.990022,-110.161652,,65.952467,,
388,202.96,126,4.48,0.990425,52.538643,,66.608948,,
389,130.15,87,4.49,0.990953,-24.646271,,66.278728,,
390,76.39,89,4.51,0.991472,-134.350311,,64.597672,,
391,197.01,107,4.53,0.992592,78.30867,,65.505809,,
392,50.61,54,4.54,0.993855,-166.745834,,63.385761,,
393,53.71,77,4.56,0.996251,-150.465363,,61.413515,,
394,63.69,83,4.58,0.998482,-136.689529,,59.707111,,
395,173.69,134,4.6,1.000517,38.432983,,60.182096,,
396,16.9,35,4.61,1.002413,-209.506531,,57.551193,,
397,215.64,143,4.64,1.004134,106.005798,,58.860708,,
398,75.18,75,4.65,1.005646,-101.16198,,57.616436,,
399,242.24,184,4.69,1.006934,106.496338,,58.940688,,
400,101.94,69,4.7,1.008322,-43.818592,,58.374363,,
401,239.96,176,4.9,1.010062,111.711006,,59.693649,,
402,62.93,79,4.92,1.011712,-136.497482,,58.003457,,
403,220.9,158,4.95,1.013281,94.086655,,59.144814,,
404,211.12,139,4.98,1.014387,90.741776,,60.305479,,
405,126.42,91,5.0,1.015047,-21.353455,,60.079733,,
406,117.79,73,5.01,1.015795,-29.425747,,59.685739,,
407,127.04,113,5.03,1.016244,-34.770954,,59.272372,,
408,214.61,134,5.06,1.016769,103.6427,,60.533111,,
409,71.21,87,5.08,1.017337,-126.335548,,58.962825,,
410,232.98,161,5.11,1.017322,103.626236,,60.303531,,
411,194.15,116,5.13,1.017316,77.447365,,61.24926,,
412,93.95,63,5.14,1.017395,-73.590866,,60.327172,,
413,207.84,143,5.17,1.01741,84.276459,,61.370217,,
414,84.51,97,5.19,1.017441,-112.136162,,59.997861,,
415,227.91,155,5.22,1.017171,91.765396,,61.174869,,
416,218.45,147,5.25,1.016962,89.798431,,62.270915,,
417,123.53,103,5.27,1.016656,-45.849957,,61.727924,,
418,206.11,142,5.3,1.017067,70.677544,,62.524471,,
419,126.65,90,5.32,1.017447,-26.923061,,62.193114,,
420,219.65,154,5.35,1.017687,80.342911,,63.182776,,
421,228.39,152,5.38,1.018086,90.160126,,64.265973,,
422,194.87,135,5.41,1.018922,57.73209,,64.90245,,
423,110.95,90,5.42,1.019786,-64.44809,,64.096709,,
424,95.48,75,5.44,1.022017,-73.438644,,63.107464,,
425,116.37,75,5.45,1.023993,-52.27858,,62.473379,,
426,108.86,73,5.47,1.025594,-59.245323,,61.778323,,
427,35.49,100,5.49,1.026812,-207.489166,,59.314452,,
428,111.81,75,5.5,1.027529,-45.572792,,58.803436,,
429,106.85,71,5.51,1.028028,-47.68026,,58.264825,,
430,107.54,73,5.53,1.029108,-36.776718,,57.737355,,
431,103.5,72,5.54,1.030277,-46.149605,,57.146265,,
432,146.47,91,5.56,1.031473,21.55518,,57.390286,,
433,137.22,86,5.57,1.032931,12.000348,,57.458725,,
434,107.11,75,5.59,1.034559,-38.782303,,56.941685,,
435,100.4,72,5.6,1.03617,-50.801678,,56.310867,,
436,100.79,69,5.62,1.037438,-50.561764,,55.718369,,
437,109.51,76,5.63,1.038631,-29.622778,,55.355253,,
438,94.88,69,5.64,1.039556,-62.776707,,54.647652,,
439,107.49,76,5.66,1.040138,-32.805656,,54.278855,,
440,101.92,72,5.67,1.04086,-39.494511,,53.777771,,
441,58.53,89,5.69,1.041684,-123.905396,,52.255988,,
442,71.24,53,5.7,1.04221,-86.398972,,51.257276,,
443,106.41,75,5.71,1.042494,-18.946749,,51.042651,,
444,113.8,98,5.73,1.042427,-9.963425,,50.946127,,
445,107.93,76,5.75,1.042583,-12.866882,,50.765477,,
446,109.3,76,5.76,1.042389,-14.692096,,50.62426,,
447,201.17,160,5.8,1.04203,107.75148,,51.944945,,
448,104.54,72,5.81,1.041513,-24.809782,,51.683202,,
449,107.96,73,5.82,1.040839,-20.96685,,51.474149,,
450,199.91,149,5.85,1.039835,104.470284,,52.810848,,
451,16.78,51,5.97,1.038395,-202.106216,,50.515361,,
452,107.1,82,5.99,1.037238,-9.809227,,50.361505,,
453,190.45,135,6.02,1.03608,105.170296,,51.663374,,
454,180.53,153,6.05,1.035181,78.829704,,52.597155,,
455,126.5,121,6.07,1.035515,0.356471,,52.517949,,
