episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error
82,186.01,86,1.32,0.978834,,,,,
83,205.86,96,1.33,0.978834,,,,,
84,193.59,98,1.35,0.978834,,,,,
85,212.52,103,1.4,0.978575,200.288956,,38.976464,,
86,203.0,98,1.41,0.978575,,,,,
87,162.04,80,1.42,0.978575,,,,,
88,189.68,95,1.43,0.978575,,,,,
89,169.3,83,1.44,0.978575,,,,,
90,204.38,97,1.49,0.978254,165.385162,,41.083605,,
91,151.84,76,1.5,0.978254,,,,,
92,163.25,80,1.51,0.978254,,,,,
93,160.56,77,1.52,0.978254,,,,,
94,192.84,90,1.53,0.978254,,,,,
95,160.31,77,1.57,0.978006,140.002243,,42.831308,,
96,162.01,79,1.58,0.978006,,,,,
97,149.03,73,1.59,0.978006,,,,,
98,131.52,67,1.6,0.978006,,,,,
99,167.97,80,1.61,0.978006,,,,,
100,174.95,83,1.65,0.977682,117.94146,,44.341512,,
101,148.42,74,1.72,0.977682,,,,,
102,161.93,81,1.73,0.977682,,,,,
103,156.14,79,1.74,0.977682,,,,,
104,143.83,71,1.75,0.977682,,,,,
105,134.56,68,1.79,0.977501,100.305016,,45.582786,,
106,109.51,59,1.8,0.977501,,,,,
107,150.25,76,1.81,0.977501,,,,,
108,151.23,78,1.82,0.977501,,,,,
109,126.08,67,1.83,0.977501,,,,,
110,110.85,59,1.86,0.97723,64.446129,,46.41481,,
111,120.36,63,1.87,0.97723,,,,,
112,118.76,63,1.87,0.97723,,,,,
113,129.46,67,1.88,0.97723,,,,,
114,129.22,67,1.89,0.97723,,,,,
115,116.43,62,1.92,0.977024,49.622101,,47.032273,,
116,107.67,59,1.93,0.977024,,,,,
117,118.77,62,1.94,0.977024,,,,,
118,103.24,57,1.94,0.977024,,,,,
119,100.47,56,1.95,0.977024,,,,,
120,128.47,67,1.98,0.976883,30.384253,,47.408897,,
121,97.71,55,1.99,0.976883,,,,,
122,106.39,58,2.0,0.976883,,,,,
123,113.13,61,2.01,0.976883,,,,,
124,92.2,52,2.01,0.976883,,,,,
125,101.97,57,2.04,0.976789,12.994846,,47.558343,,
126,134.87,69,2.05,0.976789,,,,,
127,111.72,60,2.06,0.976789,,,,,
128,107.18,59,2.07,0.976789,,,,,
129,109.87,60,2.07,0.976789,,,,,
130,81.81,48,2.1,0.976421,23.315767,,47.88942,,
131,102.48,57,2.11,0.976421,,,,,
132,96.04,54,2.12,0.976421,,,,,
133,90.63,52,2.12,0.976421,,,,,
134,90.03,51,2.13,0.976421,,,,,
135,103.73,57,2.16,0.97587,-1.999648,,47.90264,,
136,112.95,61,2.16,0.97587,,,,,
137,71.05,43,2.17,0.97587,,,,,
138,78.29,47,2.17,0.97587,,,,,
139,111.32,61,2.18,0.97587,,,,,
140,109.3,61,2.21,0.975262,2.37796,,47.943121,,
141,112.97,63,2.22,0.975262,,,,,
142,140.01,88,2.23,0.975262,,,,,
143,98.45,60,2.24,0.975262,,,,,
144,110.56,61,2.24,0.975262,,,,,
145,104.39,57,2.28,0.975106,33.487564,,48.320396,,
146,131.37,67,2.28,0.975106,,,,,
147,114.28,60,2.29,0.975106,,,,,
148,105.17,58,2.3,0.975106,,,,,
149,98.35,55,2.31,0.975106,,,,,
150,132.66,70,2.34,0.974769,31.991312,,48.767907,,
151,149.08,73,2.4,0.974769,,,,,
152,118.96,62,2.41,0.974769,,,,,
153,102.1,56,2.41,0.974769,,,,,
154,126.71,66,2.42,0.974769,,,,,
155,117.95,62,2.46,0.974577,47.814121,,49.343088,,
156,118.67,62,2.46,0.974577,,,,,
157,148.47,84,2.47,0.974577,,,,,
158,125.65,66,2.48,0.974577,,,,,
159,224.35,112,2.5,0.974577,,,,,
160,137.32,69,2.54,0.974252,89.661926,,50.516749,,
161,185.65,84,2.55,0.974252,,,,,
162,215.46,95,2.56,0.974252,,,,,
163,162.82,77,2.57,0.974252,,,,,
164,239.25,115,2.59,0.974252,,,,,
165,127.02,64,2.64,0.974,140.573639,,52.271685,,
166,216.89,96,2.65,0.974,,,,,
167,212.93,94,2.67,0.974,,,,,
168,233.51,112,2.68,0.974,,,,,
169,231.53,111,2.7,0.974,,,,,
170,226.07,109,2.76,0.973757,169.32457,,54.407529,,
171,219.22,100,2.77,0.973757,,,,,
172,218.09,97,2.78,0.973757,,,,,
173,214.49,94,2.8,0.973757,,,,,
174,226.6,103,2.81,0.973757,,,,,
175,223.9,102,2.87,0.973654,162.565979,,56.415725,,
176,246.81,133,2.89,0.973654,,,,,
177,220.58,103,2.9,0.973654,,,,,
178,226.82,109,2.92,0.973654,,,,,
179,224.83,103,2.93,0.973654,,,,,
180,211.09,94,2.99,0.973462,150.070572,,58.337749,,
181,228.66,116,3.01,0.973462,,,,,
182,169.28,97,3.02,0.973462,,,,,
183,43.44,51,3.03,0.973462,,,,,
184,62.42,61,3.04,0.973462,,,,,
185,229.55,117,3.1,0.973293,55.455029,,59.031735,,
186,151.34,97,3.11,0.973293,,,,,
187,237.99,122,3.13,0.973293,,,,,
188,209.42,94,3.15,0.973293,,,,,
189,191.75,91,3.16,0.973293,,,,,
190,182.93,92,3.21,0.973115,103.162392,,60.342348,,
191,111.85,83,3.22,0.973115,,,,,
192,210.34,97,3.24,0.973115,,,,,
193,152.53,79,3.25,0.973115,,,,,
194,157.85,77,3.26,0.973115,,,,,
195,163.67,81,3.31,0.972877,45.734291,,60.933173,,
196,151.19,78,3.32,0.972877,,,,,
197,154.23,81,3.33,0.972877,,,,,
198,150.18,76,3.34,0.972877,,,,,
199,151.16,76,3.35,0.972877,,,,,
200,131.62,69,3.4,0.972518,26.917841,,61.305745,,
201,150.36,80,3.49,0.972518,,,,,
202,117.04,65,3.5,0.972518,,,,,
203,197.42,91,3.51,0.972518,,,,,
204,171.75,84,3.52,0.972518,,,,,
205,171.77,91,3.56,0.972246,53.882027,,61.966806,,
206,99.71,66,3.57,0.972246,,,,,
207,126.12,66,3.58,0.972246,,,,,
208,199.24,93,3.59,0.972246,,,,,
209,201.36,97,3.61,0.972246,,,,,
210,201.44,99,3.65,0.971898,56.340466,,62.696694,,
211,216.39,103,3.66,0.971898,,,,,
212,212.27,97,3.68,0.971898,,,,,
213,221.7,106,3.69,0.971898,,,,,
214,222.66,109,3.7,0.971898,,,,,
215,239.63,122,3.76,0.971541,119.821098,,64.221226,,
216,219.14,101,3.77,0.971541,,,,,
217,215.99,100,3.79,0.971541,,,,,
218,199.11,94,3.8,0.971541,,,,,
219,214.94,97,3.81,0.971541,,,,,
220,215.95,98,3.86,0.971197,107.926674,,65.589487,,
221,172.15,91,3.87,0.971197,,,,,
222,215.33,96,3.88,0.971197,,,,,
223,92.16,76,3.89,0.971197,,,,,
224,172.17,96,3.9,0.971197,,,,,
225,228.1,111,3.95,0.9707,49.291882,,66.253725,,
226,244.48,130,3.97,0.9707,,,,,
227,223.64,105,3.98,0.9707,,,,,
228,230.87,115,4.0,0.9707,,,,,
229,230.11,113,4.01,0.9707,,,,,
230,217.96,99,4.07,0.970144,114.850395,,67.736394,,
231,219.39,100,4.08,0.970144,,,,,
232,249.46,131,4.1,0.970144,,,,,
233,228.41,108,4.11,0.970144,,,,,
234,228.14,107,4.13,0.970144,,,,,
235,233.87,112,4.19,0.969628,114.061859,,69.183436,,
236,228.73,107,4.2,0.969628,,,,,
237,217.29,98,4.21,0.969628,,,,,
238,225.02,100,4.22,0.969628,,,,,
239,223.15,99,4.24,0.969628,,,,,
240,222.52,100,4.29,0.969291,105.863731,,70.487553,,
241,231.04,108,4.3,0.969291,,,,,
242,219.82,98,4.32,0.969291,,,,,
243,225.43,106,4.33,0.969291,,,,,
244,223.82,100,4.34,0.969291,,,,,
245,221.52,99,4.4,0.968762,92.230324,,71.719057,,
246,228.63,104,4.41,0.968762,,,,,
247,230.58,108,4.42,0.968762,,,,,
248,238.65,116,4.44,0.968762,,,,,
249,221.22,98,4.45,0.968762,,,,,
250,229.97,106,4.51,0.968409,99.003952,,72.937033,,
251,231.88,107,4.61,0.968409,,,,,
252,240.57,116,4.63,0.968409,,,,,
253,223.38,100,4.64,0.968409,,,,,
254,232.79,110,4.65,0.968409,,,,,
255,225.72,100,4.71,0.96803,90.704399,,74.101101,,
256,234.57,114,4.72,0.96803,,,,,
257,230.41,112,4.74,0.96803,,,,,
258,239.83,119,4.75,0.96803,,,,,
259,213.36,100,4.77,0.96803,,,,,
260,234.03,112,4.82,0.967734,85.884804,,75.175284,,
261,223.54,100,4.84,0.967734,,,,,
262,201.98,93,4.85,0.967734,,,,,
263,224.92,100,4.86,0.967734,,,,,
264,180.65,90,4.87,0.967734,,,,,
265,201.37,108,4.93,0.967516,51.114872,,75.81136,,
266,160.05,86,4.94,0.967516,,,,,
267,216.15,102,4.95,0.967516,,,,,
268,220.37,105,4.96,0.967516,,,,,
269,199.7,95,4.97,0.967516,,,,,
270,197.36,91,5.02,0.967306,38.491989,,76.305493,,
271,195.84,90,5.03,0.967306,,,,,
272,200.69,92,5.05,0.967306,,,,,
273,193.55,88,5.06,0.967306,,,,,
274,185.79,87,5.07,0.967306,,,,,
275,212.73,95,5.11,0.96709,44.17477,,76.870734,,
276,195.72,90,5.13,0.96709,,,,,
277,190.63,92,5.14,0.96709,,,,,
278,219.04,100,5.15,0.96709,,,,,
279,220.79,104,5.16,0.96709,,,,,
280,182.62,89,5.21,0.967058,45.805374,,77.419009,,
281,202.29,99,5.22,0.967058,,,,,
282,159.88,78,5.23,0.967058,,,,,
283,170.27,82,5.24,0.967058,,,,,
284,186.32,89,5.25,0.967058,,,,,
285,214.08,99,5.3,0.967064,20.818995,,77.670919,,
286,216.6,109,5.32,0.967064,,,,,
287,217.08,110,5.33,0.967064,,,,,
288,216.4,101,5.34,0.967064,,,,,
289,183.42,88,5.35,0.967064,,,,,
290,179.73,87,5.4,0.967022,32.803566,,78.088795,,
291,212.42,107,5.42,0.967022,,,,,
292,166.32,81,5.43,0.967022,,,,,
293,179.08,86,5.44,0.967022,,,,,
294,182.74,91,5.45,0.967022,,,,,
295,176.7,84,5.5,0.967071,12.213633,,78.215987,,
296,191.02,91,5.51,0.967071,,,,,
297,184.39,93,5.52,0.967071,,,,,
298,159.6,79,5.53,0.967071,,,,,
299,198.07,95,5.54,0.967071,,,,,
300,183.26,89,5.59,0.967067,6.602123,,78.315566,,
301,185.71,88,5.68,0.967067,,,,,
302,169.55,85,5.7,0.967067,,,,,
303,184.01,88,5.71,0.967067,,,,,
304,175.74,84,5.72,0.967067,,,,,
305,186.03,92,5.76,0.967069,5.891613,,78.387746,,
306,207.21,98,5.78,0.967069,,,,,
307,203.0,104,5.79,0.967069,,,,,
308,199.24,94,5.8,0.967069,,,,,
309,178.72,85,5.81,0.967069,,,,,
310,180.45,87,5.86,0.967164,26.096872,,78.694071,,
311,174.58,86,5.87,0.967164,,,,,
312,181.56,90,5.88,0.967164,,,,,
313,208.32,100,5.89,0.967164,,,,,
314,191.82,92,5.91,0.967164,,,,,
315,213.93,100,5.96,0.967285,20.615082,,78.944053,,
316,183.78,89,5.97,0.967285,,,,,
317,175.17,86,5.98,0.967285,,,,,
318,162.38,80,5.99,0.967285,,,,,
319,204.74,97,6.0,0.967285,,,,,
320,202.78,96,6.07,0.967335,8.20383,,79.066458,,
321,211.11,101,6.08,0.967335,,,,,
322,212.16,102,6.09,0.967335,,,,,
323,224.82,108,6.11,0.967335,,,,,
324,214.04,105,6.12,0.967335,,,,,
325,217.75,102,6.17,0.967546,42.614479,,79.568667,,
326,219.85,102,6.19,0.967546,,,,,
327,213.65,99,6.2,0.967546,,,,,
328,220.61,104,6.21,0.967546,,,,,
329,220.86,105,6.22,0.967546,,,,,
330,215.47,105,6.28,0.967636,42.146919,,80.122068,,
331,216.6,106,6.29,0.967636,,,,,
332,221.32,107,6.31,0.967636,,,,,
333,220.99,106,6.32,0.967636,,,,,
334,220.95,105,6.33,0.967636,,,,,
335,222.95,108,6.39,0.967783,39.966377,,80.606426,,
336,217.64,110,6.41,0.967783,,,,,
337,211.35,100,6.42,0.967783,,,,,
338,212.2,104,6.43,0.967783,,,,,
339,212.81,102,6.45,0.967783,,,,,
340,217.28,105,6.5,0.968132,33.732075,,80.956447,,
341,215.5,106,6.52,0.968132,,,,,
342,212.02,106,6.53,0.968132,,,,,
343,215.59,107,6.54,0.968132,,,,,
344,109.25,63,6.55,0.968132,,,,,
345,212.67,103,6.6,0.968337,2.588378,,81.02649,,
346,217.12,107,6.62,0.968337,,,,,
347,217.71,110,6.63,0.968337,,,,,
348,221.53,110,6.64,0.968337,,,,,
349,213.6,105,6.66,0.968337,,,,,
350,213.07,107,6.71,0.968486,21.94994,,81.318043,,
351,213.04,105,6.83,0.968486,,,,,
352,218.36,110,6.84,0.968486,,,,,
353,215.24,108,6.86,0.968486,,,,,
354,212.31,101,6.87,0.968486,,,,,
355,208.07,103,6.92,0.968365,16.140659,,81.58888,,
356,216.11,106,6.94,0.968365,,,,,
357,217.68,105,6.95,0.968365,,,,,
358,218.5,107,6.96,0.968365,,,,,
359,214.03,107,6.98,0.968365,,,,,
360,217.97,108,7.11,0.968277,23.711121,,81.883398,,
361,213.06,106,7.13,0.968277,,,,,
362,209.8,102,7.15,0.968277,,,,,
363,212.06,105,7.16,0.968277,,,,,
364,216.8,105,7.17,0.968277,,,,,
365,217.73,105,7.23,0.968239,22.13365,,82.149816,,
366,216.61,110,7.25,0.968239,,,,,
367,214.95,108,7.26,0.968239,,,,,
368,216.03,106,7.28,0.968239,,,,,
369,212.5,103,7.3,0.968239,,,,,
370,209.65,103,7.36,0.968247,17.987139,,82.366844,,
371,139.76,76,7.37,0.968247,,,,,
372,153.08,81,7.38,0.968247,,,,,
373,214.44,102,7.4,0.968247,,,,,
374,212.12,103,7.41,0.968247,,,,,
375,95.87,57,7.45,0.968334,-32.296413,,81.916598,,
376,214.22,105,7.47,0.968334,,,,,
377,223.34,108,7.48,0.968334,,,,,
378,217.6,104,7.5,0.968334,,,,,
379,179.38,89,7.51,0.968334,,,,,
380,217.36,105,7.57,0.968509,21.156912,,82.166007,,
381,218.05,103,7.59,0.968509,,,,,
382,217.92,103,7.61,0.968509,,,,,
383,215.99,101,7.62,0.968509,,,,,
384,215.36,103,7.64,0.968509,,,,,
385,220.21,105,7.7,0.968676,30.004766,,82.547804,,
386,216.88,102,7.71,0.968676,,,,,
387,220.18,104,7.72,0.968676,,,,,
388,216.86,103,7.74,0.968676,,,,,
389,220.48,103,7.75,0.968676,,,,,
390,218.5,101,7.81,0.968897,33.975075,,82.954709,,
391,218.35,102,7.83,0.968897,,,,,
392,214.96,101,7.89,0.968897,,,,,
393,217.81,101,7.92,0.968897,,,,,
394,214.83,101,7.94,0.968897,,,,,
395,220.79,101,8.0,0.969108,31.335104,,83.347502,,
396,223.42,106,8.02,0.969108,,,,,
397,218.81,101,8.03,0.969108,,,,,
398,218.19,103,8.04,0.969108,,,,,
399,219.45,106,8.06,0.969108,,,,,
400,216.88,101,8.13,0.96923,26.192343,,83.701103,,
401,225.81,105,8.24,0.96923,,,,,
402,222.48,103,8.25,0.96923,,,,,
403,219.12,101,8.26,0.96923,,,,,
404,220.42,101,8.28,0.96923,,,,,
405,217.18,100,8.33,0.969206,29.615585,,84.120154,,
406,216.59,100,8.34,0.969206,,,,,
407,219.9,104,8.36,0.969206,,,,,
408,220.4,101,8.37,0.969206,,,,,
409,220.99,101,8.38,0.969206,,,,,
410,221.23,102,8.44,0.969266,30.408545,,84.487458,,
411,220.33,100,8.45,0.969266,,,,,
412,220.58,104,8.46,0.969266,,,,,
413,218.52,100,8.47,0.969266,,,,,
414,218.38,101,8.49,0.969266,,,,,
415,215.79,100,8.54,0.969479,29.002369,,84.824996,,
416,215.92,100,8.55,0.969479,,,,,
417,216.03,102,8.56,0.969479,,,,,
418,215.88,100,8.58,0.969479,,,,,
419,209.85,99,8.59,0.969479,,,,,
420,219.43,104,8.64,0.969803,20.571745,,85.059865,,
421,213.65,98,8.65,0.969803,,,,,
422,216.77,100,8.67,0.969803,,,,,
423,216.01,101,8.68,0.969803,,,,,
424,212.84,100,8.69,0.969803,,,,,
425,211.2,97,8.74,0.970005,17.816305,,85.3058,,
426,216.69,99,8.76,0.970005,,,,,
427,214.61,101,8.77,0.970005,,,,,
428,218.64,100,8.78,0.970005,,,,,
429,214.63,99,8.79,0.970005,,,,,
430,213.34,99,8.85,0.970286,22.857821,,85.568865,,
431,217.28,100,8.86,0.970286,,,,,
432,213.36,99,8.87,0.970286,,,,,
433,209.68,100,8.89,0.970286,,,,,
434,212.39,100,8.9,0.970286,,,,,
435,210.01,102,8.95,0.970416,8.274151,,85.710537,,
436,213.11,98,8.97,0.970416,,,,,
437,217.64,101,8.98,0.970416,,,,,
438,222.31,103,8.99,0.970416,,,,,
439,215.29,99,9.0,0.970416,,,,,
440,214.66,99,9.06,0.970721,24.097528,,85.965055,,
441,207.31,100,9.07,0.970721,,,,,
442,216.77,101,9.08,0.970721,,,,,
443,215.38,99,9.1,0.970721,,,,,
444,216.53,104,9.11,0.970721,,,,,
445,216.4,100,9.17,0.971033,13.648865,,86.125141,,
446,197.12,95,9.18,0.971033,,,,,
447,147.68,76,9.19,0.971033,,,,,
448,141.28,74,9.2,0.971033,,,,,
449,206.13,101,9.21,0.971033,,,,,
450,217.23,102,9.26,0.971262,-28.78792,,85.780674,,
451,214.82,103,9.35,0.971262,,,,,
452,156.17,79,9.36,0.971262,,,,,
453,151.71,77,9.37,0.971262,,,,,
454,204.78,100,9.38,0.971262,,,,,
455,170.59,87,9.42,0.971238,-38.314251,,85.377219,,
456,175.33,88,9.44,0.971238,,,,,
457,163.71,83,9.45,0.971238,,,,,
458,212.71,100,9.46,0.971238,,,,,
459,147.33,78,9.47,0.971238,,,,,
460,214.14,105,9.52,0.971203,-27.540646,,85.034166,,
461,132.65,71,9.53,0.971203,,,,,
462,202.3,99,9.54,0.971203,,,,,
463,210.15,102,9.55,0.971203,,,,,
464,157.34,80,9.56,0.971203,,,,,
465,215.6,101,9.61,0.971316,-17.804398,,84.77664,,
466,143.18,75,9.62,0.971316,,,,,
467,124.52,69,9.63,0.971316,,,,,
468,157.36,80,9.64,0.971316,,,,,
469,216.18,105,9.65,0.971316,,,,,
470,156.74,81,9.69,0.97134,-54.75285,,84.105458,,
471,220.18,104,9.71,0.97134,,,,,
472,215.1,104,9.72,0.97134,,,,,
473,215.16,103,9.73,0.97134,,,,,
474,217.62,105,9.75,0.97134,,,,,
475,220.36,103,9.8,0.971698,26.183172,,84.365192,,
476,215.25,109,9.81,0.971698,,,,,
477,214.66,103,9.83,0.971698,,,,,
478,220.1,104,9.84,0.971698,,,,,
479,214.49,103,9.85,0.971698,,,,,
480,111.06,63,9.9,0.971976,-5.460629,,84.312777,,
481,210.57,102,9.91,0.971976,,,,,
482,213.0,102,9.93,0.971976,,,,,
483,216.32,105,9.94,0.971976,,,,,
484,213.62,101,9.95,0.971976,,,,,
485,216.76,106,10.0,0.972317,14.244619,,84.48019,,
486,214.48,103,10.02,0.972317,,,,,
487,178.54,89,10.03,0.972317,,,,,
488,213.92,104,10.04,0.972317,,,,,
489,221.36,108,10.05,0.972317,,,,,
490,217.52,104,10.11,0.972496,5.302281,,84.574685,,
491,215.99,103,10.12,0.972496,,,,,
492,218.69,105,10.14,0.972496,,,,,
493,217.61,102,10.15,0.972496,,,,,
494,213.08,101,10.16,0.972496,,,,,
495,216.77,101,10.22,0.972631,19.009434,,84.821835,,
496,214.39,104,10.23,0.972631,,,,,
497,218.53,103,10.24,0.972631,,,,,
498,217.19,107,10.25,0.972631,,,,,
499,216.58,107,10.27,0.972631,,,,,
500,216.35,103,10.32,0.97278,13.879958,,84.99012,,
501,217.96,101,10.43,0.97278,,,,,
502,218.58,102,10.44,0.97278,,,,,
503,215.24,107,10.46,0.97278,,,,,
504,215.72,106,10.47,0.97278,,,,,
505,214.31,101,10.52,0.972882,14.174583,,85.17818,,
506,216.16,103,10.54,0.972882,,,,,
507,217.47,108,10.55,0.972882,,,,,
508,214.88,104,10.56,0.972882,,,,,
509,218.58,106,10.57,0.972882,,,,,
510,216.79,101,10.63,0.972769,10.076659,,85.340779,,
511,220.78,106,10.64,0.972769,,,,,
512,221.27,107,10.65,0.972769,,,,,
513,216.12,109,10.67,0.972769,,,,,
514,219.91,103,10.68,0.972769,,,,,
515,218.39,105,10.74,0.972784,16.25769,,85.511687,,
516,213.66,105,10.75,0.972784,,,,,
517,214.57,103,10.76,0.972784,,,,,
518,210.44,100,10.77,0.972784,,,,,
519,217.47,106,10.79,0.972784,,,,,
520,218.09,102,10.84,0.972775,9.380774,,85.638157,,
521,215.28,103,10.85,0.972775,,,,,
522,219.53,108,10.87,0.972775,,,,,
523,218.12,104,10.88,0.972775,,,,,
524,217.79,104,10.89,0.972775,,,,,
525,219.21,108,10.95,0.972844,12.470469,,85.76982,,
526,219.74,102,10.96,0.972844,,,,,
527,215.54,104,10.98,0.972844,,,,,
528,221.53,105,10.99,0.972844,,,,,
529,222.59,105,11.0,0.972844,,,,,
530,212.88,103,11.06,0.972897,14.50178,,85.957009,,
531,214.48,100,11.07,0.972897,,,,,
532,221.46,104,11.08,0.972897,,,,,
533,220.03,104,11.1,0.972897,,,,,
534,212.74,101,11.11,0.972897,,,,,
535,215.63,105,11.17,0.972808,11.028208,,86.129668,,
536,219.11,107,11.18,0.972808,,,,,
537,222.65,104,11.19,0.972808,,,,,
538,215.81,101,11.21,0.972808,,,,,
539,217.13,104,11.22,0.972808,,,,,
540,216.94,104,11.27,0.972676,11.15726,,86.296403,,
541,216.16,101,11.29,0.972676,,,,,
542,215.05,101,11.3,0.972676,,,,,
543,214.52,103,11.31,0.972676,,,,,
544,215.28,105,11.33,0.972676,,,,,
545,220.81,103,11.38,0.972568,11.62281,,86.438958,,
546,214.41,103,11.39,0.972568,,,,,
547,216.24,104,11.41,0.972568,,,,,
548,220.98,104,11.42,0.972568,,,,,
549,216.51,102,11.43,0.972568,,,,,
550,215.15,103,11.48,0.972497,9.969194,,86.553991,,
551,212.86,100,11.59,0.972497,,,,,
552,219.15,102,11.6,0.972497,,,,,
553,216.56,102,11.61,0.972497,,,,,
554,217.96,104,11.63,0.972497,,,,,
555,220.05,105,11.68,0.972485,13.088606,,86.707329,,
556,222.97,103,11.69,0.972485,,,,,
557,219.94,105,11.71,0.972485,,,,,
558,214.82,102,11.72,0.972485,,,,,
559,220.39,103,11.73,0.972485,,,,,
560,218.16,104,11.79,0.972402,11.084172,,86.882177,,
561,214.96,102,11.8,0.972402,,,,,
562,221.16,104,11.81,0.972402,,,,,
563,218.71,102,11.83,0.972402,,,,,
564,220.6,104,11.84,0.972402,,,,,
565,226.86,104,11.89,0.972403,16.820087,,87.075874,,
566,217.72,102,11.91,0.972403,,,,,
567,211.26,101,11.92,0.972403,,,,,
568,221.88,105,11.93,0.972403,,,,,
569,220.95,103,11.95,0.972403,,,,,
570,216.55,103,12.0,0.972432,10.52725,,87.197642,,
571,213.07,101,12.01,0.972432,,,,,
572,210.16,98,12.02,0.972432,,,,,
573,219.22,105,12.04,0.972432,,,,,
574,201.99,96,12.05,0.972432,,,,,
575,219.57,103,12.1,0.972427,3.566401,,87.255577,,
576,182.45,86,12.11,0.972427,,,,,
577,215.89,101,12.13,0.972427,,,,,
578,187.73,87,12.14,0.972427,,,,,
579,201.47,94,12.15,0.972427,,,,,
580,212.57,100,12.2,0.972395,-5.466581,,87.199063,,
581,195.96,94,12.21,0.972395,,,,,
582,200.5,93,12.22,0.972395,,,,,
583,206.63,97,12.24,0.972395,,,,,
584,199.23,93,12.25,0.972395,,,,,
585,206.75,95,12.3,0.972353,-2.869854,,87.167027,,
586,197.35,92,12.31,0.972353,,,,,
587,199.83,94,12.32,0.972353,,,,,
588,205.95,96,12.33,0.972353,,,,,
589,174.39,84,12.34,0.972353,,,,,
